Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.180140446,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.45410582,10.60432284,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,0,9.576143464,2.435522882,6.153846574,-0.065877033,0.24170478,9.250329251,5.878793617,12.39342908,7.351225734,3.439576058,6.316446315,-1.328183166,6.270079608,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039256,3.378688939,3.012101064,0.154346248,0.881848176,2.223545592,4.899999092,3.499998513,6.399999316,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.526297452,-4.295121773,5.599761222,4.788921982,-0.940235559,5.868247652,0.405596455,4.557732011,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066301,-9.110041149,-8.533910585,-4.916494791,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.1495374,1.533518906,10.13605526,8.258340252,9.39266085,6.098846533,5.481437166,6.664109252,9.899730172,7.951269095,7.841176999,10.16015113,8.092378652,-6.438240588,6.366808717,6.851897986,2.941001647,7.246863393,3.282080212,0.677131056,-1.55372125,-1.132647498,-1.078622381,2.010580399,2.509556558,0.517660103,-2.258863527,4.28786171,3.799999997,0,3.099999982,0.700000012,-1.600000003,2.000000007,2.099719767,2.862128846,4.484199148,3.894904772,3.072596664,3.919770772,4.131612076,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.241425025,0.739777123,-0.290902297,-0.244314741,1.351328389,
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.341402126,5.60208353,-0.534784049,1.534187499,4.124261647,3.632574876,3.56846524,5.979708166,7.194273812,9.097425042,2.966791702,3.767730787,4.012611902,1.385545812,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-3.992680103,6.123450947,0.947542625,-6.613281348,-0.511262754,0.764976824,-1.155143735,2.351418773,7.344076522,6.443143733,3.735614132,5.05921616,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.06085135,6.177273562,6.806008991,5.706253994,0.646240141,5.959208507,8.822315281,6.016717205,4.860597459,8.676006268,0.665279563,-4.41966084,3.457216668,-5.179615486,3.656387978,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.432005653,7.061285389,4.833818322,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.694664658,5.312726049,0.31010915,7.662998895,,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.298518348,3.536501264,9.541043929,4.632992432,4.361769315,5.512103989,4.112175617,8.766035054,4.736909015,5.707883599,5.58375455,7.333051621,6.782834332,6.375029904,1.949990826,7.387265623,7.809220685,4.996689821,4.713456087,3.759978164,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248747,4.838338808,3.927131992,4.033741477,4.948547507,2.957779899,4.364089932,4.993527823,3.847062161,3.608868745,2.332576288,3.866624368,2.530789948,3.152081872,3.260111011,5.379776764,6.304056538,3.281079816,0.526043018,2.869487737,4.162048946,2.969857427,3.697585578,4.174169137,4.140044358,3.092482558,2.760338484,
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.920598389,6.431014823,3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.825110309,1.733307071,0.561471442,0.250288795,0.192049165,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.689524309,1.104925811,-12.27865726,11.36028238,10.54101876,5.233273894,4.31362183,1.024827553,6.994386657,4.255456893,3.112850845,-3.317670936,1.244719353,7.70283995,8.483021513,1.536913278,-2.63867966,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.916666667,-3.067484663,6.057866184,7.757885763,8.175105485,8.532423208,5.031446541,7.955517536,6.18066561,-1.679104478,2.960151803,-1.363803907,2.279521674,1.132626964,-0.632225434,1.563352118,-1.95095758,5.129609346,7.019640482,1.976647054,3.552158264,4.138443121,5.196298129,5.276306143,5.000564991,3.846923912,3.162407787,3.316131655,2.924668313,
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.753271487,5.786740395,5.146810822,6.526672158,5.633159439,5.989402773,4.529938546,6.089471954,5.849429457,3.054820222,3.96454118,5.601691605,6.360674259,1.271007859,0.063185511,4.980720015,3.926150757,4.103618909,4.228535036,1.439939833,1.924867543,-0.108172899,2.738421187,4.530085487,3.524349477,3.275236933,3.471554227,4.781157173,3.80536005,3.106496356,1.578824919,2.131655668,1.262454171,3.219481292,2.83388211,2.993514279,3.415048191,2.71790326,3.221435657,4.003215602,1.424417949,1.462055394,2.156820975,3.324132341,2.792162513,3.035196596,2.654966655,0.351533783,-3.425609572,2.987431854,1.883809974,1.24906295,1.396072013,2.01669882,2.33948248,1.662697758,2.225073286,
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,14.29063221,15.76392211,8.627709073,14.64218787,1.794997849,1.603370943,3.397363152,11.34377245,9.206981617,7.292798881,10.61187995,12.27964688,2.415159113,0.492071792,16.16402481,11.72561909,8.260761053,11.55661939,10.10814055,9.260856544,2.94974901,5.977013535,9.973737455,0.757086549,11.0561742,13.39846552,8.511662352,2.277046145,3.830522186,5.701974125,6.234935663,6.201169293,6.036118892,2.373788251,4.258611118,5.09971068,-5.882672568,2.50669779,7.663468037,0.560870813,1.656637517,3.056318919,8.700025431,7.388245723,7.032730655,6.464833407,2.127940781,-2.459049593,6.767682599,4.814687282,1.700307798,3.10148883,2.762416633,2.38784571,2.162923295,3.79134856,
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,5.966211808,5.609926691,0.599354052,-1.222035023,-2.074660896,0.905693885,6.32729576,5.626234849,5.330774418,6.63835598,1.746033806,2.72784893,2.791748949,-3.319308368,6.073687872,6.495718208,0.211903412,6.189304618,1.870776302,4.598083047,3.590233016,-0.735651052,7.291288123,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.75214891,4.78529791,
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.043549991,7.052694638,3.018752876,3.238202736,4.054501092,2.49133915,1.861399875,4.302748272,4.530164579,4.520278306,4.237442412,1.71941118,3.056033862,5.704939422,2.236743676,4.132466203,3.760052665,2.295099297,0.372223019,0.068990609,3.63091716,1.134328342,0.689701353,1.335621552,1.695765611,3.151926305,3.260950547,1.053314849,2.153868535,-0.538575946,0.712612174,-0.655942698,0.582061068,0.058303324,4.969728189,5.29400763,4.233675024,3.536183746,3.043206998,2.757658637,4.279493263,3.517853759,4.510930644,5.562675767,6.122242058,6.041192864,6.655971731,6.047436686,4.244323821,5.857501013,4.530476229,5.757374081,5.818772847,5.587325243,4.977302617,4.480878168,5.216435465,
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.873698233,6.645474149,1.861880895,-0.935499985,3.772605565,3.452407144,5.253363508,5.581186832,3.914556748,4.109564969,4.867817476,5.283652488,2.036460617,-7.291430907,-1.472916303,-0.340190397,-2.300642838,-0.491748801,-0.087513351,2.400591883,3.536129549,2.921363383,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.93198029,7.887575894,-1.892792551,-1.64735737,2.161797861,-0.5757868,-2.117686202,3.181617322,3.811943286,0.651153708,6.480380499,0.977107761,4.75532209,5.779889153,1.122754491,8.438835431,3.708146436,6.208863537,7.560421401,7.37468792,-2.852709712,-3.563745223,0.908181461,0.300917035,0.603631295,-0.497504789,-0.7936487,0.200426838,-2.913424397,1.038122801,1.880544415,-5.309932786,-5.426295449,-11.95062964,9.897707899,4.140773076,2.704713426,2.181840958,2.710247351,0.870059795,-1.044374892,-0.251464339,0.363800349,-3.522888166,1.805011228,2.2492216,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.810148498,1.211218343,1.452707027,1.173279505,
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064180345,-0.576108518,2.947154557,1.489525475,0.014154782,3.340163587,4.235847737,3.186896354,4.209179932,3.840510445,4.528205916,3.848619662,5.004918024,4.388215174,3.851172967,0.434761639,0.855513037,-6.59997406,0.682378151,1.661916737,-1.643779899,2.096216708,4.227733353,3.367145175,2.21318749,3.98871037,
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.535636177,3.70694869,4.696138518,7.821047098,5.616821644,5.016387688,4.546272872,6.891096467,7.398621135,7.480764738,6.373751817,6.830818462,7.54516345,5.85257591,4.278302901,6.772950647,4.195638321,3.198321779,4.245226322,4.012731455,1.915495611,2.619714324,1.137009572,4.50569423,4.312294155,4.257509598,4.780759598,3.681420288,2.843487381,2.004397016,0.996371024,0.873115284,2.984702747,2.616527549,3.718693211,4.885229418,5.043276517,1.998557518,3.124324668,5.601366298,3.266241229,4.118425356,5.349484828,7.678224115,6.980003707,8.009115441,8.651343052,5.616158787,2.053702811,7.466609845,6.192265368,5.027769293,4.961397357,4.276488608,3.809307066,4.098612885,4.862396308,
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.369896259,3.920939081,4.753676436,7.463293206,5.508074977,4.526523981,3.644985653,6.560335498,7.625779484,7.886411596,6.415752397,6.281098305,7.223990083,6.036143835,3.750017597,6.687323242,4.21837665,2.936987669,4.197672154,3.941182929,1.617482059,2.359903088,0.914292531,4.262343257,4.299091491,4.155782467,4.678588996,3.735020061,2.828556375,2.144080719,1.03122184,0.93774075,2.815905473,2.478457224,3.69139404,4.878623594,4.924364353,2.078270654,3.109667467,5.490368487,3.346066014,4.235172335,5.333519612,7.623483397,6.951728104,7.896002426,8.516140636,5.598581341,2.255600741,7.387269692,6.093676437,5.040347392,5.023365819,4.370633549,3.837715692,4.03310295,4.824297394,
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.11783563,5.566857885,5.188435393,4.772740946,4.666431307,0.65915065,-3.845479747,3.597293998,9.738522182,11.57878506,6.783492629,1.486437697,4.275197127,7.774390552,-1.163234015,5.846259722,4.443808528,0.357518332,3.715007405,3.211763596,-1.468658067,-0.349902678,-1.452951487,1.607804003,4.150795974,3.02740715,3.548625743,4.336512017,2.665157332,4.045895563,1.517506576,1.834851782,0.499368602,0.552859756,3.302730276,4.78430161,3.224828635,3.237980841,2.898986563,3.88443316,4.510686697,5.917940616,5.109267613,6.852822305,6.55057819,6.284784798,6.55902994,5.339144117,5.243383222,6.248740662,4.662711508,5.225875888,5.935687408,5.743921237,4.239301997,3.110870001,4.282812251,
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.261680619,4.298572987,7.891078751,5.114966046,5.615994614,-0.721103429,-8.953714187,1.912953515,16.7179149,18.73820453,11.03300668,3.986490677,5.613122827,8.968059554,-2.341672395,6.516878358,5.248535998,-0.994071851,5.997297615,5.406474742,-4.952423633,-1.268862751,-3.441200349,1.524186062,6.162023445,2.641879644,3.657739963,6.167791145,2.873375726,6.612798636,1.719762457,3.058100773,-0.456473162,0.708351643,1.879977012,4.513879338,2.125858345,2.6049045,1.870927452,3.775581128,3.999618196,7.837463371,4.961306319,7.736937959,6.420763168,5.967886081,5.948620083,4.389221317,5.749769467,6.29028472,5.018296539,4.568929421,5.834067459,5.862203948,3.824578221,1.582042575,2.790290982,
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.740645823,1.841977702,-2.237029986,3.52969815,1.081589466,2.791346825,1.380402806,10.91517857,6.822298249,7.554634514,7.023997197,7.037643208,8.103975535,7.634672906,4.977300867,6.886564974,8.761325601,6.767069858,7.324309486,9.880077522,7.927156824,2.24644534,4.192967368,6.975527809,2.462143564,5.875045104,4.925927365,5.780498488,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033279592,5.067680274,
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.977955215,6.803652419,2.614712786,4.430083038,3.709431712,2.07578676,1.246195526,5.08254099,3.769746569,4.692068811,2.163276923,-1.467691469,2.606757377,6.242229672,0.388185936,4.987394953,3.398175561,2.152013579,0.778152984,0.246089719,3.403243724,0.789899006,0.907741217,1.702806619,1.887109778,3.466004291,3.42927143,2.187159686,2.422565799,1.042079358,1.279100165,0.386689807,1.656062588,0.371911956,4.963955265,5.09318274,4.473172679,3.940948528,4.025869516,4.001277094,5.052365246,3.904462233,5.267461319,5.91031389,6.69135382,6.62756849,7.215214451,6.348238142,4.715362967,6.204993829,4.287971716,5.925361176,6.042501925,5.619836576,4.675366975,4.705303542,5.792950635,
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,0.418923061,19.10553834,9.896346726,11.82935653,6.845213163,4.186976816,1.604991906,0.787291501,2.568272874,4.003666099,4.280901128,7.715996335,8.58153268,13.50925612,13.69321825,5.338362239,5.376165491,5.86897568,6.32777705,5.19999763,5.900004534,7.699999759,7.457066333,4.7,2.1,3.4,2,3.2,4.5,5,-0.9,7.4,,
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.722742533,2.931127737,5.994353261,7.452950122,-2.63577011,-0.05532877,7.82596303,3.387929176,6.539700296,5.157229736,1.642930384,-0.553301312,3.295521135,1.18533626,9.149912015,1.663103637,7.254764586,5.712532089,-5.238182703,6.735821528,6.006203624,3.47573324,7.288892901,3.820737856,5.254299223,4.77656417,3.965355634,9.62778292,5.947343328,5.533454563,1.056831433,5.482396021,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.18441582,8.845755561,3.840991157,4.823966264,3.803975321,7.860381476,7.922943418,9.284824616,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.638362585,5.456388753,6.386106401,7.410227605,8.154425028,7.112686097,6.681182282,
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.469887504,6.489808611,4.721428229,4.260229255,5.656645569,1.394807903,8.211300381,7.18672882,3.07303611,3.079329284,3.32521588,2.283468263,-0.244301147,4.354372685,3.085614901,-0.428330544,4.663091175,5.217414162,5.813919477,8.466527935,1.929639555,3.343274279,2.692609194,5.755827009,9.634422304,7.809274792,10.28995051,8.500199853,10.61785231,9.559889223,5.803637383,6.309274147,3.119509103,6.681227602,6.006383302,5.521667081,5.208716386,-3.935929068,-4.626771598,1.801679033,2.98490774,0.037154753,1.638845003,8.328379309,25.55726885,5.141460154,7.802381608,
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.47760109,8.590432965,7.274456069,9.193938555,17.2176732,11.23994792,11.6328634,14.80807671,16.33385741,11.12258869,14.42019196,14.41534727,8.563301361,6.496854147,-2.419332157,17.23363078,-4.064888729,-14.05217049,-10.51398398,-27.5264732,-5.176038395,27.21041251,8.562524882,-8.78519283,2.152212996,-10.20623898,0.648517189,-5.396211137,6.020874308,13.83378001,12.38338222,2.834727725,1.039997884,-1.51158775,2.282661073,5.173283486,0.482046871,2.177823133,0.855458607,5.8580666,0.778638733,7.26555113,8.734584435,4.374509277,3.189804087,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39624446,3.755187367,
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,3.244189014,4.544357261,5.374554642,3.735298034,4.418759911,16.11336691,12.49066287,17.17510281,1.899962545,17.05696307,20.86925531,24.75372713,-0.728728068,3.433977981,-13.07331279,-1.485242075,1.453896659,4.647590944,9.305281575,-0.019037034,-3.118535547,57.81782903,-64.04710658,32.59220783,30.28983174,3.854531293,2.120021635,11.02078741,21.23793536,34.85709471,17.58226641,1.406474735,2.30531667,-6.900180689,-33.10083738,54.15777429,4.400617409,10.15819912,1.377598148,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.6,0.7,2.477664617,13.02415372,-2.073172097,
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.084661946,8.313712744,10.28338287,9.916544014,7.371729299,8.735933476,-1.267261863,-5.474906346,2.374588027,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.103964567,7.018608035,3.89449408,4.602992089,3.927535516,0.550504962,2.356712932,8.074288685,6.390526475,5.017187436,9.428280616,1.658913746,-6.50525442,-3.605636983,1.963023975,1.319260091,4.30813787,2.200346891,4.311317806,7.481450239,3.642226802,
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.20388562,10.15611716,10.69571298,7.937191975,9.093965599,-0.079644772,2.995020166,16.24195681,13.56570351,7.307329667,5.146351836,12.1465546,5.587463805,6.476161343,3.242819523,0.322503206,1.035299166,5.555087222,6.20781574,1.670441635,5.339926942,2.082499985,3.359101548,0.933213698,4.036940321,4.190144597,7.139711336,2.910016229,0.57474682,7.315199189,7.726115147,7.759266109,4.116756392,7.427845262,6.602924827,5.314386194,3.661393179,4.166588056,3.615838883,8.169051764,0.025295315,0.161829705,0.767566116,4.569715342,4.13344637,5.210821256,5.773553319,2.988395449,1.38160711,5.223903929,4.65783121,1.942507688,4.111155206,3.410136515,3.037943899,4.094335591,3.331562794,
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.268692965,1.818107992,3.690485743,7.125862305,5.500141136,-2.090162924,7.125385155,2.560500797,3.240139803,5.959159446,3.43001638,0.844227627,0.413585665,1.169203492,3.225852384,2.798085727,2.859971888,3.191960614,4.194377273,3.388383509,1.985774903,1.538447552,0.83427547,-0.852805758,2.151023645,2.886836739,1.286369404,1.83536199,1.616076034,1.55985028,3.710106587,1.772188761,0.24854744,0.151318188,1.581938861,0.949666258,2.006586655,1.473868547,-1.050402835,-5.48205504,1.686523403,0.576623022,-2.819013779,-1.728160802,0.113673238,0.951958872,0.85826263,1.502291372,
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,1.808638519,5.744132216,5.574673871,12.06440904,2.458073452,18.00855529,-5.485509091,-4.22926131,-0.256092257,-6.694245095,-2.597548698,-0.053700315,-1.060041317,-5.714159246,2.639447994,2.069231624,1.909078402,-1.5423458,-2.943635575,1.882588185,7.850354827,3.974302015,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.336650187,-1.457848415,1.725764011,-0.614918541,0.50381745,0.688117553,0.90484599,1.380658383,0.978556223,
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,24.30957216,6.509946267,21.00411821,9.120068139,19.01174969,4.707515069,7.385024588,1.990395284,8.640643951,3.456390535,7.014158032,2.895607697,-1.852106645,-13.45211468,0.97375649,1.823896404,18.66483555,4.630914985,4.986439995,6.186342349,2.087347509,3.307893007,2.993938324,3.409474478,4.245247419,5.268616571,5.784480682,4.161050302,8.567297894,8.146583289,8.093331161,8.175719022,7.23240848,5.47658105,2.311392474,2.586784331,2.651170555,2.828766804,3.096330275,2.39169597,2.003733642,1.970023483,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,0.399050645,4.698992042,8.413547255,8.032599975,-1.225239828,3.091575916,3.974984091,4.39033795,5.271941503,5.484041832,2.817591208,4.209336465,3.312456737,3.523044985,4.501994816,5.233380947,3.326525616,4.73066586,6.78502011,4.858037686,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.742140322,3.099999291,1.076045234,-1.128409829,-0.251954272,2.779632825,0.406335903,0.117992777,1.528220148,2.204687882,1.662670405,1.420006556,1.654183881,-1.0935406,-5.416412797,4.191739259,-0.11542134,1.495089586,2.000267841,0.374719476,1.353823114,0.938193886,1.712581131,
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5.299999999,-9.200000002,-12.6,-8.200000002,0.5,1.7,-1.9,2.7,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.9,3.3,1.2,7.3,7.4,4.8,6,4.2,1.2,1.1,4.1,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-7.774634904,9.457358742,8.778340216,4.964467288,2.009094171,14.7285664,3.361232032,7.98268997,7.959224456,-4.655446914,22.17389193,17.08242935,5.896580215,4.065617347,0.882203178,2.153964497,9.453797849,6.912493547,7.615226042,5.591976207,3.773544197,1.506478254,1.309050242,1.755216977,4.30056182,7.177555391,5.937107446,6.20318382,4.690348768,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.405699224,6.10826372,4.563209131,5.878680567,5.357131595,5.718489422,5.869197698,4.873936761,
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299968375,13.20003006,2.789750936,5.702796635,-7.851065742,-13.88870885,-15.45932467,-20.08515857,-5.423822049,7.084502419,9.915168114,2.121835392,3.655789576,5.426673849,5.32158429,-0.017353166,7.030296139,7.026859719,-0.175548229,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193,10.91546938,4.024038629,3.875825531,4.335855901,4.583638398,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.80863877,9.903468901,5.89750561,4.006621073,4.681632108,12.70538113,10.7119948,7.446606976,6.578939503,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,7.036087179,6.863092098,7.09986595,
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-2.290060344,12.07922685,20.90988292,45.30275362,5.344419884,-26.76823252,-4.612629567,1.05959334,-11.58499423,-16.50773235,-3.305785124,6.837606838,-0.8,4.838709677,-6.923076923,-0.826446281,-9.166666667,9.174311927,-3.361344538,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-0.049295323,2.034947265,-2.091436758,0.802751509,-0.923884657,1.594561102,4.713319136,4.214773912,-0.697828087,10.40540793,5.129750525,0.328439777,
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,3.908478173,7.597296378,8.440501933,1.546475426,0.549175952,1.186287101,8.866515173,8.549345555,10.85735341,6.549195412,9.226078585,5.479270914,4.877530405,-1.864213441,4.268848718,6.80213794,5.301150329,5.383105089,5.84303047,6.823622882,-0.486265497,3.219392516,10.40719341,5.517256189,2.469697276,-3.444254385,4.057903704,9.695235313,2.917702323,-0.05115964,6.487853972,-3.368479443,-1.466050863,1.783898309,-0.65567257,5.465974008,6.055577434,2.146656602,2.317508524,1.170562844,
